County Name,Census Tract,Count,Population,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,IBL Ranking
Yakima,53077002701,16,17561,130.3 (NR),73.01 (NR),217.38 (NR),2
Yakima,53077002801,67,27969,241.27,181.93,317.06,8
Yakima,53077002802,97,41668,229.73,184.75,283.47,8
Yakima,53077002900,60,34287,187.19,140.89,245.25,6
Yakima,53077003001,75,24442,279.74,215.51,362.33,10
Yakima,53077003002,45,19490,185.23,133.29,256.52,6
Yakima,53077003100,54,27255,142.79,105.82,193.15,3
Yakima,53077003200,70,35050,242.63,187.75,309.35,9
Yakima,53077003400,45,22499,177.08,125.97,251.48,5
Yakima,53077940001,79,33026,291.33,229.03,366.07,10
Yakima,53077940002,73,22661,381.64,295.09,487.69,10
Yakima,53077940003,58,18906,329.21,244.54,437.51,10
Yakima,53077940004,67,34211,335.3,256.36,432.96,10
Yakima,53077940005,48,24031,283.32,207.97,378.3,10
Yakima,53077940006,31,24353,242.71,161.11,355.61,9
,,,,,,,
,,,,,,,
"Cardiovascular Disease Mortality - Age Adjusted Rate per 100,000",,,,,,,
"Geography: Census Tract, Time Period: 2016-2020",,,,,,,
Created: 12/10/2022,,,,,,,
,,,,,,,
"""**"" indicates data suppression to protect confidentiality.",,,,,,,
,,,,,,,
"""--"" indicates no data collected.",,,,,,,
,,,,,,,
"""NR"" indicates data are not reliable.",,,,,,,
